,Location,day,date,total_number_positive_people,deaths,deaths_increase,total_recoveries,total_recoveries_increase,currently_positive,dismissed_patients,swabs,swabs_increase
10,Toscana,0,24/2/2020,0,0,0.0,0,0.0,0,0,140,0.0
24,Toscana,1,25/2/2020,2,0,0.0,2,0.0,2,0,296,111.42857
38,Toscana,2,26/2/2020,2,0,0.0,2,0.0,2,0,363,22.635136
52,Toscana,3,27/2/2020,2,0,0.0,2,0.0,2,0,410,12.947659
66,Toscana,4,28/2/2020,8,0,0.0,5,150.0,7,1,437,6.5853658
80,Toscana,5,29/2/2020,11,0,0.0,7,40.0,10,1,531,21.510298
94,Toscana,6,01/3/2020,13,0,0.0,7,0.0,12,1,572,7.7212806
108,Toscana,7,02/3/2020,13,0,0.0,7,0.0,12,1,613,7.1678324
122,Toscana,8,03/3/2020,19,0,0.0,10,42.857143,18,1,697,13.703099
136,Toscana,9,04/3/2020,38,0,0.0,17,70.0,37,1,776,11.33429
150,Toscana,10,05/3/2020,61,0,0.0,29,70.588234,60,1,776,0.0
164,Toscana,11,06/3/2020,79,0,0.0,40,37.931034,78,1,1097,41.365978
178,Toscana,12,07/3/2020,113,0,0.0,61,52.5,112,1,1331,21.330902
192,Toscana,13,08/3/2020,166,0,0.0,98,60.655739,165,1,1618,21.562735
206,Toscana,14,09/3/2020,208,1,0.0,116,18.367348,206,1,2018,24.721878
220,Toscana,15,10/3/2020,264,1,0.0,131,12.931034,260,3,2573,27.502478
234,Toscana,16,11/3/2020,320,1,0.0,141,7.6335878,314,5,2804,8.9778471
248,Toscana,17,12/3/2020,364,5,400.0,159,12.765958,352,7,3165,12.874465
262,Toscana,18,13/3/2020,470,5,0.0,211,32.704403,455,10,4049,27.93049
276,Toscana,19,14/3/2020,630,6,20.0,247,17.061611,614,10,4595,13.484811
290,Toscana,20,15/3/2020,781,8,33.333332,282,14.17004,763,10,5132,11.686616
304,Toscana,21,16/3/2020,866,14,75.0,282,0.0,841,11,5910,15.159781
318,Toscana,22,17/3/2020,1053,17,21.428572,472,67.375885,1024,12,6727,13.824027
332,Toscana,23,18/3/2020,1330,22,29.411764,587,24.364407,1291,17,7606,13.066746
346,Toscana,24,19/3/2020,1482,38,72.727272,679,15.672914,1422,22,8873,16.657902
360,Toscana,25,20/3/2020,1793,47,23.68421,790,16.34757,1713,33,10405,17.265863
374,Toscana,26,21/3/2020,2012,72,53.19149,866,9.6202536,1905,35,11909,14.454589
388,Toscana,27,22/3/2020,2277,91,26.388889,921,6.3510394,2144,42,13264,11.37795
402,Toscana,28,23/3/2020,2461,109,19.78022,1076,16.829533,2301,51,13851,4.4255128
416,Toscana,29,24/3/2020,2699,129,18.348623,1162,7.9925652,2519,51,15701,13.356437
430,Toscana,30,25/3/2020,2972,142,10.077519,1250,7.5731497,2776,54,17868,13.801669
444,Toscana,31,26/3/2020,3226,158,11.267606,1296,3.6800001,2973,95,20952,17.259907
458,Toscana,32,27/3/2020,3450,177,12.025316,1327,2.3919754,3170,103,23746,13.335242
472,Toscana,33,28/3/2020,3817,198,11.864407,1370,3.240392,3511,108,25613,7.8623767
486,Toscana,34,29/3/2020,4122,215,8.5858583,1386,1.1678832,3786,121,27579,7.6757898
500,Toscana,35,30/3/2020,4412,231,7.4418607,1395,0.64935064,4050,131,30099,9.1373873
514,Toscana,36,31/3/2020,4608,244,5.6277056,1413,1.2903225,4226,138,33165,10.186385
528,Toscana,37,01/4/2020,4867,253,3.6885245,1417,0.28308564,4432,182,36575,10.281923
542,Toscana,38,02/4/2020,5273,268,5.928854,1430,0.91743118,4789,216,40724,11.343814
556,Toscana,39,03/4/2020,5499,290,8.2089548,1437,0.48951048,4909,300,44460,9.1739511
570,Toscana,40,04/4/2020,5671,307,5.8620691,1415,-1.5309672,5054,310,47886,7.7058029
584,Toscana,41,05/4/2020,5847,325,5.8631921,1387,-1.9787986,5185,337,51006,6.5154743
598,Toscana,42,06/4/2020,6001,350,7.6923075,1395,0.57678443,5301,350,52849,3.6133003
612,Toscana,43,07/4/2020,6173,369,5.4285712,1350,-3.2258065,5427,377,56651,7.1940813
626,Toscana,44,08/4/2020,6379,392,6.2330623,1326,-1.7777778,5557,430,60985,7.6503506
640,Toscana,45,09/4/2020,6552,408,4.0816326,1294,-2.4132731,5703,441,65461,7.3395095
654,Toscana,46,10/4/2020,6727,454,11.274509,1267,-2.0865533,5822,451,72001,9.9906816
668,Toscana,47,11/4/2020,6958,467,2.8634362,1234,-2.6045778,5992,499,75756,5.2152052
682,Toscana,48,12/4/2020,7235,495,5.9957175,1221,-1.0534846,6162,578,78640,3.8069592
696,Toscana,49,13/4/2020,7390,518,4.6464648,1217,-0.32760033,6257,615,80889,2.8598678
710,Toscana,50,14/4/2020,7527,538,3.8610039,1227,0.82169271,6352,637,82269,1.7060416
724,Toscana,51,15/4/2020,7666,556,3.3457248,1193,-2.7709861,6417,693,86348,4.9581251
738,Toscana,52,16/4/2020,7943,585,5.2158275,1153,-3.3528919,6613,745,91651,6.1414275
752,Toscana,53,17/4/2020,8110,602,2.905983,1105,-4.163053,6583,925,96231,4.9972177
766,Toscana,54,18/4/2020,8237,618,2.6578074,1081,-2.1719458,6470,1149,99903,3.8158181
780,Toscana,55,19/4/2020,8372,637,3.0744336,1044,-3.4227567,6496,1239,103975,4.0759535
794,Toscana,56,20/4/2020,8507,667,4.7095761,1032,-1.1494253,6568,1272,105857,1.8100505
808,Toscana,57,21/4/2020,8603,686,2.8485758,1004,-2.7131784,6622,1295,109925,3.8429201
822,Toscana,58,22/4/2020,8700,705,2.7696793,994,-0.99601597,6167,1828,114100,3.7980442
836,Toscana,59,23/4/2020,8780,723,2.5531914,959,-3.5211267,6171,1886,118177,3.5731814
850,Toscana,60,24/4/2020,8877,742,2.6279392,897,-6.4650679,6133,2002,121336,2.6731091
864,Toscana,61,25/4/2020,9015,760,2.4258759,853,-4.9052396,6146,2109,125495,3.4276719
878,Toscana,62,26/4/2020,9147,778,2.3684211,835,-2.1101992,6069,2300,127394,1.5132077
892,Toscana,63,27/4/2020,9179,795,2.1850901,825,-1.1976048,5983,2401,129048,1.2983344
906,Toscana,64,28/4/2020,9231,811,2.0125787,763,-7.5151515,5896,2524,133617,3.5405431
920,Toscana,65,29/4/2020,9292,827,1.972873,715,-6.290957,5663,2802,137482,2.892596
934,Toscana,66,30/4/2020,9352,842,1.8137847,672,-6.0139861,5584,2926,141849,3.1764159
948,Toscana,67,01/5/2020,9445,854,1.4251782,644,-4.1666665,5373,3218,146456,3.2478199
962,Toscana,68,02/5/2020,9525,863,1.0538641,637,-1.0869565,5365,3297,148223,1.2065057
976,Toscana,69,03/5/2020,9563,872,1.0428737,625,-1.8838304,5328,3363,150914,1.8155078
990,Toscana,70,04/5/2020,9601,881,1.0321101,619,-0.95999998,5279,3441,152447,1.0158104
1004,Toscana,71,05/5/2020,9631,889,0.908059,595,-3.8772213,5190,3552,157260,3.1571629
1018,Toscana,72,06/5/2020,9657,899,1.1248593,554,-6.8907561,5088,3670,161553,2.7298741
1032,Toscana,73,07/5/2020,9683,915,1.7797552,528,-4.693141,4716,4052,166062,2.7910345
1046,Toscana,74,08/5/2020,9721,930,1.6393442,483,-8.522727,4592,4199,170296,2.5496502
1060,Toscana,75,09/5/2020,9745,937,0.75268817,443,-8.2815733,4448,4360,174596,2.5250154
1074,Toscana,76,10/5/2020,9774,942,0.53361791,428,-3.3860044,4147,4685,178208,2.0687759
1088,Toscana,77,11/5/2020,9787,950,0.84925687,424,-0.93457943,4073,4764,179469,0.70760012
1102,Toscana,78,12/5/2020,9802,959,0.94736844,379,-10.613208,3841,5002,184851,2.9988465
1116,Toscana,79,13/5/2020,9829,964,0.52137643,356,-6.0686016,3563,5302,189026,2.2585759
1130,Toscana,80,14/5/2020,9859,973,0.93360996,337,-5.3370786,3388,5498,193182,2.1986394
1144,Toscana,81,15/5/2020,9883,976,0.30832475,305,-9.4955492,3168,5739,197365,2.1653156
1158,Toscana,82,16/5/2020,9913,979,0.30737704,300,-1.6393442,2943,5991,200703,1.6912826
1172,Toscana,83,17/5/2020,9948,984,0.5107252,281,-6.3333335,2802,6162,204022,1.6536872
1186,Toscana,84,18/5/2020,9961,989,0.50813007,263,-6.405694,2573,6399,205201,0.57787883
1200,Toscana,85,19/5/2020,9968,992,0.30333671,246,-6.4638782,2323,6653,209161,1.9298152
1214,Toscana,86,20/5/2020,9982,998,0.60483873,223,-9.3495932,2117,6867,214299,2.456481
1228,Toscana,87,21/5/2020,10000,1004,0.60120243,210,-5.8295965,1877,7119,218615,2.0140085
1242,Toscana,88,22/5/2020,10035,1009,0.49800798,204,-2.8571429,1786,7240,222505,1.7793839
1256,Toscana,89,23/5/2020,10047,1011,0.19821605,197,-3.4313726,1766,7270,226046,1.5914249
1270,Toscana,90,24/5/2020,10062,1013,0.19782394,186,-5.5837564,1700,7349,229135,1.366536
1284,Toscana,91,25/5/2020,10067,1015,0.19743337,189,1.6129032,1636,7416,230273,0.49665046
1298,Toscana,92,26/5/2020,10070,1021,0.591133,179,-5.2910051,1522,7527,234796,1.9641904
1312,Toscana,93,27/5/2020,10082,1027,0.58765918,163,-8.9385471,1460,7595,238667,1.6486652
1326,Toscana,94,28/5/2020,10086,1029,0.19474196,153,-6.1349692,1380,7677,242687,1.6843551
1340,Toscana,95,29/5/2020,10088,1031,0.19436346,142,-7.1895423,1255,7802,246052,1.3865596
1354,Toscana,96,30/5/2020,10100,1037,0.58195925,133,-6.338028,1166,7897,249441,1.3773512
1368,Toscana,97,31/5/2020,10104,1041,0.38572806,125,-6.0150375,1111,7952,252090,1.0619745
1382,Toscana,98,01/6/2020,10107,1048,0.67243034,110,-12.0,1082,7977,253845,0.69617993
1396,Toscana,99,02/6/2020,10117,1053,0.47709924,110,0.0,1011,8053,257178,1.3130059
1410,Toscana,100,03/6/2020,10121,1055,0.18993352,101,-8.181818,973,8093,259167,0.77339429
1424,Toscana,101,04/6/2020,10122,1059,0.37914693,89,-11.881188,883,8180,262762,1.3871365
1438,Toscana,102,05/6/2020,10129,1063,0.37771481,78,-12.35955,857,8209,266508,1.4256247
1452,Toscana,103,06/6/2020,10134,1068,0.4703669,71,-8.9743586,785,8281,269298,1.0468729
1466,Toscana,104,07/6/2020,10135,1070,0.18726592,72,1.4084507,750,8315,272106,1.042711
1480,Toscana,105,08/6/2020,10144,1074,0.37383178,70,-2.7777777,721,8349,273706,0.58800614
1494,Toscana,106,09/6/2020,10145,1077,0.2793296,63,-10.0,628,8440,277092,1.2370938
1508,Toscana,107,10/6/2020,10148,1078,0.092850514,55,-12.698413,539,8531,280491,1.2266684
1522,Toscana,108,11/6/2020,10158,1079,0.092764378,57,3.6363637,521,8558,283638,1.1219611
1536,Toscana,109,12/6/2020,10165,1080,0.092678405,50,-12.280702,510,8575,286693,1.0770772
1550,Toscana,110,13/6/2020,10172,1082,0.18518518,49,-2.0,502,8588,289524,0.98746741
1564,Toscana,111,14/6/2020,10180,1085,0.27726433,50,2.0408163,499,8596,292101,0.89008164
1578,Toscana,112,15/6/2020,10188,1088,0.27649769,47,-6.0,489,8611,293683,0.54159349
1592,Toscana,113,16/6/2020,10191,1091,0.27573529,48,2.1276596,463,8637,296812,1.0654345
1606,Toscana,114,17/6/2020,10193,1092,0.091659032,47,-2.0833333,444,8657,300612,1.2802716
1620,Toscana,115,18/6/2020,10195,1093,0.091575094,36,-23.404255,438,8664,303786,1.0558461
1634,Toscana,116,19/6/2020,10205,1095,0.18298262,30,-16.666666,423,8687,306489,0.8897711
1648,Toscana,117,20/6/2020,10207,1095,0.0,31,3.3333333,414,8698,309250,0.90084797
1662,Toscana,118,21/6/2020,10210,1095,0.0,28,-9.6774197,365,8750,311877,0.84947455
1676,Toscana,119,22/6/2020,10211,1099,0.36529681,27,-3.5714285,360,8752,313455,0.50596869
1690,Toscana,120,23/6/2020,10217,1100,0.09099181,26,-3.7037036,337,8780,316933,1.1095692
1704,Toscana,121,24/6/2020,10222,1101,0.090909094,31,19.23077,330,8791,320799,1.2198162
1718,Toscana,122,25/6/2020,10224,1101,0.0,30,-3.2258065,324,8799,323864,0.95542693
1732,Toscana,123,26/6/2020,10226,1103,0.18165304,27,-10.0,314,8809,326645,0.85869378
1746,Toscana,124,27/6/2020,10238,1103,0.0,20,-25.925926,318,8817,329865,0.98577964
1760,Toscana,125,28/6/2020,10243,1103,0.0,22,10.0,323,8817,332758,0.87702543
1774,Toscana,126,29/6/2020,10248,1104,0.090661831,20,-9.090909,327,8817,334198,0.43274692
1788,Toscana,127,30/6/2020,10250,1104,0.0,23,15.0,329,8817,337110,0.87133974
1802,Toscana,128,01/7/2020,10254,1106,0.18115942,18,-21.73913,323,8825,341165,1.2028714
1816,Toscana,129,02/7/2020,10258,1109,0.27124774,14,-22.222221,324,8825,344383,0.94323862
1830,Toscana,130,03/7/2020,10267,1112,0.27051398,16,14.285714,323,8832,347127,0.79678732
1844,Toscana,131,04/7/2020,10276,1114,0.17985612,13,-18.75,324,8838,349745,0.7541908
1858,Toscana,132,05/7/2020,10285,1114,0.0,14,7.6923075,330,8841,352549,0.801727
1872,Toscana,133,06/7/2020,10287,1114,0.0,14,0.0,332,8841,353862,0.3724305
1886,Toscana,134,07/7/2020,10306,1116,0.17953321,13,-7.1428571,339,8851,356547,0.75877035
1900,Toscana,135,08/7/2020,10313,1118,0.17921147,14,7.6923075,341,8854,360262,1.0419384
1914,Toscana,136,09/7/2020,10314,1120,0.17889088,13,-7.1428571,337,8857,363333,0.85243517
1928,Toscana,137,10/7/2020,10316,1121,0.089285716,11,-15.384615,330,8865,366018,0.7389915
1942,Toscana,138,11/7/2020,10321,1122,0.08920607,10,-9.090909,330,8869,368488,0.6748302
1956,Toscana,139,12/7/2020,10322,1122,0.0,11,10.0,331,8869,371272,0.75551987
1970,Toscana,140,13/7/2020,10326,1122,0.0,10,-9.090909,335,8869,372853,0.42583334
1984,Toscana,141,14/7/2020,10330,1125,0.26737967,10,0.0,311,8894,375745,0.77564079
1998,Toscana,142,15/7/2020,10338,1127,0.17777778,12,20.0,313,8898,379196,0.91844201
2012,Toscana,143,16/7/2020,10350,1127,0.0,14,16.666666,315,8908,382160,0.78165382
2026,Toscana,144,17/7/2020,10356,1129,0.17746229,13,-7.1428571,318,8909,384826,0.69761354
2040,Toscana,145,18/7/2020,10358,1129,0.0,13,0.0,314,8915,387885,0.79490471
2054,Toscana,146,19/7/2020,10374,1129,0.0,12,-7.6923075,325,8920,390676,0.71954316
2068,Toscana,147,20/7/2020,10375,1130,0.088573962,10,-16.666666,324,8921,391998,0.33838782
2082,Toscana,148,21/7/2020,10384,1131,0.088495575,12,20.0,326,8927,395061,0.78138155
2096,Toscana,149,22/7/2020,10390,1131,0.0,13,8.333333,332,8927,398693,0.9193517
2110,Toscana,150,23/7/2020,10394,1131,0.0,15,15.384615,328,8935,401479,0.69878328
2124,Toscana,151,24/7/2020,10405,1131,0.0,14,-6.6666665,335,8939,404349,0.7148568
2138,Toscana,152,25/7/2020,10415,1131,0.0,13,-7.1428571,343,8941,407195,0.70384741
2152,Toscana,153,26/7/2020,10430,1131,0.0,13,0.0,355,8944,410136,0.72225839
2166,Toscana,154,27/7/2020,10438,1131,0.0,13,0.0,363,8944,411665,0.37280318
2180,Toscana,155,28/7/2020,10441,1134,0.26525199,13,0.0,363,8944,414464,0.67992181
2194,Toscana,156,29/7/2020,10458,1134,0.0,15,15.384615,380,8944,418307,0.92722166
2208,Toscana,157,30/7/2020,10469,1134,0.0,17,13.333333,389,8946,421637,0.79606605
2222,Toscana,158,31/7/2020,10483,1134,0.0,17,0.0,387,8962,424574,0.69657075
2236,Toscana,159,01/8/2020,10489,1135,0.088183418,16,-5.8823528,392,8962,427761,0.75063473
2250,Toscana,160,02/8/2020,10498,1135,0.0,15,-6.25,397,8966,430576,0.65807778
2264,Toscana,161,03/8/2020,10508,1136,0.088105723,17,13.333333,398,8974,432068,0.34651259
2278,Toscana,162,04/8/2020,10519,1137,0.08802817,18,5.8823528,405,8977,434741,0.61865264
2292,Toscana,163,05/8/2020,10530,1137,0.0,18,0.0,415,8978,438634,0.89547569
2306,Toscana,164,06/8/2020,10547,1137,0.0,20,11.111111,425,8985,441676,0.69351667
2320,Toscana,165,07/8/2020,10560,1137,0.0,18,-10.0,435,8988,444333,0.60157222
2334,Toscana,166,08/8/2020,10583,1137,0.0,15,-16.666666,457,8989,447250,0.65648961
2348,Toscana,167,09/8/2020,10644,1137,0.0,15,0.0,510,8997,450034,0.62247068
2362,Toscana,168,10/8/2020,10652,1137,0.0,17,13.333333,518,8997,451421,0.30819893
2376,Toscana,169,11/8/2020,10674,1137,0.0,19,11.764706,535,9002,454393,0.65836549
2390,Toscana,170,12/8/2020,10707,1137,0.0,18,-5.2631578,563,9007,457566,0.69829422
2404,Toscana,171,13/8/2020,10735,1137,0.0,16,-11.111111,590,9008,460694,0.68361723
2418,Toscana,172,14/8/2020,10761,1137,0.0,15,-6.25,604,9020,463708,0.65423036
2432,Toscana,173,15/8/2020,10799,1138,0.087950751,13,-13.333333,633,9028,467475,0.8123647
2446,Toscana,174,16/8/2020,10833,1138,0.0,14,7.6923075,667,9028,469408,0.41349804
2460,Toscana,175,17/8/2020,10854,1139,0.087873459,15,7.1428571,687,9028,471051,0.35001534
2474,Toscana,176,18/8/2020,10885,1139,0.0,20,33.333332,718,9028,474476,0.72709751
2488,Toscana,177,19/8/2020,10925,1139,0.0,25,25.0,746,9040,479103,0.97518104
2502,Toscana,178,20/8/2020,10984,1139,0.0,29,16.0,801,9044,483726,0.96492821
2516,Toscana,179,21/8/2020,11063,1139,0.0,33,13.793103,878,9046,487880,0.85875064
2530,Toscana,180,22/8/2020,11116,1139,0.0,36,9.090909,928,9049,492579,0.96314669
2544,Toscana,181,23/8/2020,11175,1139,0.0,42,16.666666,980,9056,496708,0.83824116
2558,Toscana,182,24/8/2020,11219,1139,0.0,44,4.7619047,1015,9065,499767,0.6158548
2572,Toscana,183,25/8/2020,11253,1139,0.0,46,4.5454545,1039,9075,503641,0.77516121
2586,Toscana,184,26/8/2020,11414,1140,0.087796316,49,6.521739,1191,9083,509725,1.2080033
2600,Toscana,185,27/8/2020,11513,1140,0.0,48,-2.0408163,1273,9100,515879,1.2073177
2614,Toscana,186,28/8/2020,11595,1141,0.087719299,51,6.25,1349,9105,521946,1.176051
2628,Toscana,187,29/8/2020,11687,1141,0.0,49,-3.9215686,1421,9125,528647,1.2838492
2642,Toscana,188,30/8/2020,11785,1141,0.0,53,8.1632652,1503,9141,535080,1.2168801
2656,Toscana,189,31/8/2020,11858,1141,0.0,60,13.207547,1574,9143,539518,0.82940871
2670,Toscana,190,01/9/2020,11898,1142,0.087642416,62,3.3333333,1581,9175,544447,0.91359323
2684,Toscana,191,02/9/2020,11967,1142,0.0,66,6.4516129,1636,9189,552076,1.4012383
2698,Toscana,192,03/9/2020,12080,1143,0.087565675,70,6.060606,1731,9206,560036,1.4418305
2712,Toscana,193,04/9/2020,12179,1143,0.0,75,7.1428571,1817,9219,567766,1.3802685
2726,Toscana,194,05/9/2020,12292,1143,0.0,77,2.6666667,1889,9260,576120,1.4713808
2740,Toscana,195,06/9/2020,12414,1143,0.0,85,10.38961,1994,9277,583923,1.3544053
2754,Toscana,196,07/9/2020,12499,1144,0.087489061,86,1.1764706,2070,9285,589018,0.87254655
2768,Toscana,197,08/9/2020,12558,1145,0.087412588,83,-3.4883721,2079,9334,594842,0.98876435
2782,Toscana,198,09/9/2020,12646,1147,0.17467248,80,-3.6144578,2141,9358,601979,1.1998144
2796,Toscana,199,10/9/2020,12738,1147,0.0,87,8.75,2214,9377,609191,1.1980485
2810,Toscana,200,11/9/2020,12885,1148,0.08718396,89,2.2988505,2312,9425,616766,1.2434524
2824,Toscana,201,12/9/2020,13023,1148,0.0,92,3.3707864,2402,9473,623464,1.0859872
2838,Toscana,202,13/9/2020,13114,1149,0.087108016,97,5.4347825,2459,9506,630201,1.0805756
2852,Toscana,203,14/9/2020,13173,1150,0.087032199,100,3.0927835,2500,9523,633578,0.53586078
2866,Toscana,204,15/9/2020,13214,1151,0.086956523,110,10.0,2527,9536,638071,0.7091471
2880,Toscana,205,16/9/2020,13304,1151,0.0,108,-1.8181819,2588,9565,644645,1.0302929
2894,Toscana,206,17/9/2020,13423,1152,0.086880974,109,0.92592591,2650,9621,652362,1.197093
2908,Toscana,207,18/9/2020,13522,1152,0.0,116,6.4220185,2700,9670,660245,1.2083782
2922,Toscana,208,19/9/2020,13665,1152,0.0,109,-6.034483,2827,9686,668896,1.3102711
2936,Toscana,209,20/9/2020,13812,1152,0.0,109,0.0,2956,9704,676932,1.2013825
2950,Toscana,210,21/9/2020,13896,1152,0.0,117,7.3394494,3018,9726,681070,0.61128742
2964,Toscana,211,22/9/2020,13970,1152,0.0,119,1.7094017,3058,9760,686702,0.8269341
2978,Toscana,212,23/9/2020,14060,1153,0.086805552,121,1.6806723,3054,9853,694204,1.092468
2992,Toscana,213,24/9/2020,14216,1153,0.0,119,-1.6528926,3156,9907,701914,1.1106246
3006,Toscana,214,25/9/2020,14355,1156,0.26019081,111,-6.7226892,3261,9938,709159,1.0321777
3020,Toscana,215,26/9/2020,14465,1157,0.08650519,108,-2.7027028,3327,9981,716112,0.98045713
3034,Toscana,216,27/9/2020,14566,1157,0.0,105,-2.7777777,3407,10002,723653,1.0530475
3048,Toscana,217,28/9/2020,14651,1160,0.25929126,115,9.5238094,3393,10098,728049,0.60747349
3062,Toscana,218,29/9/2020,14707,1164,0.34482759,117,1.7391304,3368,10175,732780,0.6498189
3076,Toscana,219,30/9/2020,14827,1164,0.0,119,1.7094017,3402,10261,740483,1.0512023
3090,Toscana,220,01/10/2020,14971,1165,0.085910656,128,7.563025,3468,10338,748736,1.1145428
3104,Toscana,221,02/10/2020,15185,1165,0.0,127,-0.78125,3631,10398,757609,1.1850638
3118,Toscana,222,03/10/2020,15391,1166,0.08583691,123,-3.1496062,3790,10435,766448,1.1666968
3132,Toscana,223,04/10/2020,15579,1166,0.0,125,1.6260163,3962,10451,774753,1.0835699
3146,Toscana,224,05/10/2020,15764,1168,0.17152658,144,15.2,4065,10531,780067,0.68589604
3160,Toscana,225,06/10/2020,15973,1168,0.0,145,0.69444442,4199,10606,787032,0.89287204
3174,Toscana,226,07/10/2020,16273,1170,0.17123288,151,4.1379309,4430,10673,797046,1.2723752
3188,Toscana,227,08/10/2020,16612,1170,0.0,159,5.2980132,4749,10693,806096,1.1354426
3202,Toscana,228,09/10/2020,17095,1173,0.25641027,170,6.9182391,5121,10801,816877,1.3374337
3216,Toscana,229,10/10/2020,17643,1173,0.0,190,11.764706,5640,10830,828114,1.3756049
3230,Toscana,230,11/10/2020,18160,1174,0.085251495,217,14.210526,6142,10844,839508,1.3758975
3244,Toscana,231,12/10/2020,18626,1180,0.51107323,245,12.903226,6504,10942,848466,1.0670536
3258,Toscana,232,13/10/2020,19106,1181,0.084745765,262,6.9387755,6917,11008,856638,0.96314996
